D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICAL;;;5  1/2 ;;5  5/8 ;;5  3/4 ;;5  7/8 ;;6      ;;6  1/8 ;;;;;;;;;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICAL;  3/16;  3/16;13  7/8 ;;14  3/8 ;;14  7/8 ;;15  1/2 ;;16  1/4 ;;16  5/8 ;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICAL;  1/8 ;  1/8 ;7  7/8 ;;8  1/4 ;;8  1/2 ;;8  3/4 ;;9      ;;9  3/8 ;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICAL;  3/16;  3/16;17  3/4 ;;19      ;;20  1/4 ;;21  1/2 ;;23      ;;24  1/2 ;;;;;;;;;;;;;;;
H1;UBICACION DE CINTURA ESP/DEL DESDE SISA;;P;CRITICAL;  1/8 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/2 ;;6  1/4 ;;;;;;;;;;;;;;;
H;ANCHO DE CINTURA ESPALDA -DELANTERO;;P;CRITICAL;  3/16;  3/16;17  3/8 ;;18  5/8 ;;19  7/8 ;;21  1/8 ;;22  5/8 ;;24  1/8 ;;;;;;;;;;;;;;;
I;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICAL;  3/16;  3/16;20  7/8 ;;22      ;;23  1/4 ;;24  1/2 ;;25  7/8 ;;27  3/8 ;;;;;;;;;;;;;;;
J;LARGO DE CUERPO ESPALDA;;P;CRITICAL;  1/8 ;  1/4 ;29  7/8 ;;30  3/8 ;;30  7/8 ;;31  3/8 ;;31  7/8 ;;32  1/8 ;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO INDIVIDUAL DELANTERO Y ESPALDA;;P;CRITICAL;  3/16;  1/4 ;3  1/4 ;;3  3/8 ;;3  1/2 ;;3  3/4 ;;3 15/16;;4  1/16;;;;;;;;;;;;;;;
L;ALTO DE CURVA DELANTERO Y ESPALDA;;P;CRITICAL;;;3  5/8 ;;3  1/2 ;;3  1/2 ;;3  1/2 ;;3  1/2 ;;3  1/2 ;;;;;;;;;;;;;;;
M;ALTO DE APLOMO ESTAMPADO DELANTERO Y ESPALDA;;P;CRITICAL;;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;
N;ABERTURA DE ESCOTE DELANTERO;;P;CRITICAL;  1/4 ;  1/4 ;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;;;;;;;;;;;;;;
O;CAIDA DE ESCOTE DELANTERO;;P;CRITICAL;  1/8 ;  1/4 ;3  3/4 ;;4      ;;4  1/4 ;;4  1/2 ;;4  3/4 ;;5      ;;;;;;;;;;;;;;;
P;ANCHO DE HOMBRO DELANTERO;;P;CRITICAL;  3/16;  3/16;14      ;;14  1/2 ;;15      ;;15  5/8 ;;16  3/8 ;;16  3/4 ;;;;;;;;;;;;;;;
Q;ANCHO DE 1/2 PECHO DELANTERO DE PIQ A PIQUETE;;P;CRITICAL;  1/8 ;  1/8 ;13  1/4 ;;13  3/4 ;;14  1/4 ;;14  7/8 ;;15  5/8 ;;16      ;;;;;;;;;;;;;;;
R;SISA RECTA DELANTERO;;P;CRITICAL;  1/8 ;  1/8 ;7  1/8 ;;7  3/8 ;;7  5/8 ;;8      ;;8  1/4 ;;8  3/4 ;;;;;;;;;;;;;;;
S;LARGO DE CUERPO DELANTERO;;P;CRITICAL;  1/8 ;  1/4 ;28  7/8 ;;29  3/8 ;;29  7/8 ;;30  3/8 ;;30  7/8 ;;31  1/8 ;;;;;;;;;;;;;;;
T;LARGO DE COSTADO DELANTERO Y ESPALDA;;P;CRITICAL;  1/8 ;  1/4 ;17  3/8 ;;17  3/4 ;;18      ;;18  3/8 ;;18  5/8 ;;18  5/8 ;;;;;;;;;;;;;;;
U;ANCHO DE TAJO DE PECHERA EN BORDE SUPERIOR;;P;CRITICAL;;;2  1/4 ;;2  3/8 ;;2  1/2 ;;2  5/8 ;;2  3/4 ;;2  7/8 ;;;;;;;;;;;;;;;
V;ANCHO DE TAJO DE PECHERA EN BORDE INFERIOR;;P;CRITICAL;;;1      ;;1      ;;1      ;;1      ;;1      ;;1      ;;;;;;;;;;;;;;;
W;LARGO DE TAJO DE PECHERA EN LATERAL;;P;CRITICAL;;;4  1/8 ;;4  1/8 ;;4  1/8 ;;4  1/8 ;;4  1/8 ;;4  1/8 ;;;;;;;;;;;;;;;
X;LARGO DE MANGA;;P;CRITICAL;  1/8 ;0      ;17  7/8 ;;18  3/8 ;;18  7/8 ;;19  1/2 ;;20      ;;20  3/8 ;;;;;;;;;;;;;;;
Y;ANCHO DE BICEPS;;P;CRITICAL;  3/16;  3/16;12  3/4 ;;13  1/4 ;;13  3/4 ;;14  1/4 ;;14  3/4 ;;15  1/4 ;;;;;;;;;;;;;;;
Z;ANCHO DE BOCA DE MANGA;;P;CRITICAL;  3/16;  3/16;10  3/4 ;;11      ;;11  1/4 ;;11  1/2 ;;11  3/4 ;;12      ;;;;;;;;;;;;;;;
A1;UBICACIÓN DE TAJO YUGO;;P;CRITICAL;;;3  7/8 ;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;;;;;;;;;;;;;;
B1;LARGO DE BAJO MANGA;;P;CRITICAL;  1/8 ;;12  1/4 ;;12  3/8 ;;12  5/8 ;;12  7/8 ;;13  1/8 ;;13  1/4 ;;;;;;;;;;;;;;;
C1;ALTO DE CUELLO EN CENTRO ESPALDA;;P;CRITICAL;;;1  7/16;;1  7/16;;1  7/16;;1  7/16;;1  7/16;;1  7/16;;;;;;;;;;;;;;;
D1;PROFUNDIDAD DE CUELLO ;;P;CRITICAL;;;5  7/8 ;;6  1/4 ;;6  5/8 ;;7  1/8 ;;7  1/2 ;;7  7/8 ;;;;;;;;;;;;;;;
E1;SEPARACION DE PUNTAS DE CUELLO;;P;CRITICAL;;;10  1/8 ;;10  1/8 ;;10  1/8 ;;10  3/16;;10  3/16;;10  3/16;;;;;;;;;;;;;;;
F1;ANCHO DE PECHERA BORDE INFERIOR/SUPERIOR;;P;CRITICAL;;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;;;;;;;;;;;;;;
G1;LARGO DE PECHERA PUNTA;;P;CRITICAL;;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;;;;;;;;;;;;;;
I1;LARGO DE PECHERA LATERAL ;;P;CRITICAL;;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;5  7/8 ;;;;;;;;;;;;;;;
J1;ALTO DE COLLARETA PUÑO;;C;CRITICAL;;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;2  1/2 ;;;;;;;;;;;;;;;
K1;LARGO DE COLLARETA PUÑO;;C;CRITICAL;;;15  1/2 ;;15  3/4 ;;16      ;;16  1/4 ;;16  1/2 ;;16  3/4 ;;;;;;;;;;;;;;;
L1;ALTO DE COLLARETA YUGO;;C;CRITICAL;;;1      ;;1      ;;1      ;;1      ;;1      ;;1      ;;;;;;;;;;;;;;;
M1;LARGO DE COLLARETA YUGO;;C;CRITICAL;;;11  7/8 ;;11  7/8 ;;11  7/8 ;;11  7/8 ;;11  7/8 ;;11  7/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
