B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;21      ;;22      ;;23      ;;24  1/2 ;;26      ;;28  1/2 ;;31      ;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;20  1/16;;21  1/16;;22  1/16;;23  9/16;;25  1/16;;27  9/16;;30  1/16;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;16  3/4 ;;17  9/16;;18  5/16;;19  5/16;;20  3/25;;21 13/16;;23  5/16;;;;;;;;;;;;;
E;SISA RECTA DELANTERO ;;P;CRITICA;;;7  3/16;;7  3/4 ;;8  1/4 ;;8  5/8 ;;9  1/16;;9 13/16;;10  9/16;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;5 11/16;;5 15/16;;6  3/16;;6  7/16;;6 11/16;;7  3/16;;7 11/16;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  3/8 ;;2  1/2 ;;2  5/8 ;;2  3/4 ;;2  7/8 ;;3  1/8 ;;3  3/8 ;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;28 13/16;;29 13/16;;30 13/16;;31 13/16;;32 13/16;;33 13/16;;34 13/16;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;18  3/16;;18 15/16;;19 11/16;;20 11/16;;21 11/16;;23  3/16;;24 11/16;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7  3/16;;7  3/8 ;;7  9/16;;7 13/16;;8  1/16;;8  9/16;;9  1/16;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  7/8 ;;1  7/8 ;;2  1/16;;2  1/16;;2  3/16;;2  3/16;;2  5/16;;;;;;;;;;;;;
M;SISA RECTA ESPALDA;;P;CRITICA;;;8 15/16;;9  7/16;;9 15/16;;10  3/8 ;;10  3/4 ;;11  1/2 ;;12  3/16;;;;;;;;;;;;;
N;LARGO DE MANGA ;;P;CRITICA;  3/8 ;  3/8 ;22  5/16;;23  3/16;;24  1/16;;24  9/16;;25  1/16;;24 13/16;;24  1/16;;;;;;;;;;;;;
O;ANCHO DE BICEP;;P;CRITICA;  3/8 ;  3/8 ;15  1/2 ;;16  1/2 ;;17  3/8 ;;18  1/2 ;;19  1/2 ;;21      ;;22  1/2 ;;;;;;;;;;;;;
P;BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;9  5/8 ;;10  1/8 ;;10  5/8 ;;11  1/8 ;;11  5/8 ;;12  5/8 ;;13  5/8 ;;;;;;;;;;;;;
R;LARGO SUPERIOR DE CUELLO EXTERIOR;;C;CRITICA;;;15  5/16;;15 13/16;;16  5/16;;16 13/16;;17  5/16;;18  5/16;;19  5/16;;;;;;;;;;;;;
S;LARGO INFERIOR CUELLO EXTERIOR;;C;CRITICA;;;17  3/16;;17 13/16;;18  7/16;;19  1/8 ;;19 13/16;;21  1/16;;22  3/8 ;;;;;;;;;;;;;
T;ALTO DE CUELLO EXTERIOR;;C;CRITICA;;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;3  1/16;;3  1/16;;;;;;;;;;;;;
U;LARGO SUPERIOR DE CUELLO INTERIOR;;C;CRITICA;;;15 15/16;;16  7/16;;16 15/16;;17  7/16;;17 15/16;;18 15/16;;19 15/16;;;;;;;;;;;;;
V;LARGO INFERIOR CUELLO INTERIOR;;C;CRITICA;;;17  7/16;;18  1/16;;18  3/4 ;;19  7/16;;20  1/16;;21  3/8 ;;22 11/16;;;;;;;;;;;;;
W;ALTO DE CUELLO INTERIOR;;C;CRITICA;;;2  5/16;;2  5/16;;2  5/16;;2  5/16;;2  5/16;;2  9/16;;2  9/16;;;;;;;;;;;;;
X;LARGO DE PUÑO EN COSTURA ;;C;CRITICA;;;8  7/8 ;;9  3/8 ;;9  7/8 ;;10  3/8 ;;10  7/8 ;;11  7/8 ;;12  7/8 ;;;;;;;;;;;;;
Y;LARGO DE PUÑO EN CENTRO;;C;CRITICA;;;8  1/2 ;;9      ;;9  1/2 ;;10      ;;10  1/2 ;;11  1/2 ;;12  1/2 ;;;;;;;;;;;;;
Z;ALTO DE PUÑO ;;C;CRITICA;;;5  1/16;;5  1/16;;5  1/16;;5  1/16;;5  1/16;;5  1/16;;5  1/16;;;;;;;;;;;;;
A1;ANCHO VISTA DE CIERRE;;C;CRITICA;;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;;;;;;;;;;;;
B1;ALTO  VISTA CIERRE;;C;CRITICA;;;10  1/8 ;;10  1/2 ;;10  1/2 ;;10  7/8 ;;10  7/8 ;;11  1/4 ;;11  1/4 ;;;;;;;;;;;;;
C1;LARGO  TAPETE  DE CIEERE;;C;CRITICA;;;15  1/8 ;;15  1/2 ;;15  1/2 ;;15  7/8 ;;15  7/8 ;;16  1/4 ;;16  1/4 ;;;;;;;;;;;;;
D1;ALTO  TAPETE DE  CIERRE;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
E1;LARGO  TAPETE DE VENTZ;;C;CRITICA;;;13  1/2 ;;13  1/2 ;;13  1/2 ;;13  1/2 ;;13  1/2 ;;13  1/2 ;;13  1/2 ;;;;;;;;;;;;;
F1;ALTO  TAPETE DE VENTZ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
G1;LARGO  TAPETE DE ESCOTE;;C;CRITICA;;;22  1/8 ;;22  3/4 ;;23  3/8 ;;24  1/8 ;;24  7/8 ;;26  1/8 ;;27  3/8 ;;;;;;;;;;;;;
H1;ALTO TAPETE DE ESCOTE;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO ;;P;CRITICA;;;5 15/16;;6  3/16;;6  7/16;;6 11/16;;6 15/16;;7  5/16;;7 11/16;;;;;;;;;;;;;
2;ANCHO DE MEDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;15      ;;15  3/4 ;;16  1/2 ;;17  1/2 ;;18  1/2 ;;20      ;;21  1/2 ;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA ;;P;CRITICA;;;7 13/16;;8  1/16;;8  5/16;;8  9/16;;8 13/16;;9  3/16;;9  9/16;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15  1/2 ;;16  1/4 ;;17      ;;18      ;;19      ;;20  1/2 ;;22      ;;;;;;;;;;;;;
5;LARGO DE TAJO DELANTERO;;P;CRITICA;;;5  3/4 ;;6  1/8 ;;6  1/8 ;;6  1/2 ;;6  1/2 ;;6  5/8 ;;6  5/8 ;;;;;;;;;;;;;
6;ALTO DE CINTURA DELANTERO DESDE HPS;;P;CRITICA;;;15 15/16;;16 15/16;;17 15/16;;18  5/8 ;;19  7/16;;20  3/16;;20 15/16;;;;;;;;;;;;;
7;ANCHO DE CINTURA DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;19 13/16;;20 13/16;;21 13/16;;23  5/16;;24 13/16;;27  5/16;;29 13/16;;;;;;;;;;;;;
8;ALTO DE CINTURA ESPALDA DESDE HPS;;P;CRITICA;;;17  3/4 ;;18 13/16;;19 13/16;;20  9/16;;21  5/16;;22  1/16;;22 13/16;;;;;;;;;;;;;
9;ANCHO DE CINTURA ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19 13/16;;20 13/16;;21 13/16;;23  5/16;;24 13/16;;27  5/16;;29 13/16;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
