FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE -PRENDA TUMBLING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4/09/2023;
FECHA DE GENERACION:;;12/12/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04943-P1;
CLIENTE:;;ORIGINAL FAVORITES;;;;;;;;;ESTILO PROPIO 1: ;;;;;;05854-P1;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;;;;4.0%
ESTILO CLIENTE:;;SHORT SLEVEE TEE;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;3.0%;;;;;;5.0%
SILUETA:;;REGULAR;;;;;;;;;TEMPORADA:;;;;;;SS24;;;;;;;;TRAVEZ;;;;5.0%;;;;;;4.0%
DIVISION:;;MENS;;;;;;;;;TALLAS:;;;;;;XS-S-M-L-XL-XXL-3XL;;;;;;;;LARG.DE MANGA;;;;3.0%;;;;;;
TIPO MUESTRA:;;PRODUCCION PROGRAMA 006;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;YOEL;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;XXL;;3XL;;;;;;;;;;;;;;;;
A;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;7  3/8 ;;7  5/8 ;;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  7/8 ;;9  3/8 ;;;;;;;;;;;;;;;;
B;CAIDA DE ESCOTE ESPALDA;;P;CRITICA;;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;1  5/8 ;;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;18  1/8 ;;18  7/8 ;;20  5/8 ;;22  7/16;;23 15/16;;25  3/16;;26  7/16;;;;;;;;;;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;6  1/2 ;;6  3/4 ;;6  7/8 ;;7      ;;7  1/8 ;;7  3/8 ;;7  1/2 ;;;;;;;;;;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;15  3/4 ;;16 11/16;;18      ;;19  3/8 ;;20  3/4 ;;21  7/8 ;;23  1/8 ;;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;;;9  3/16;;9  5/8 ;;10      ;;10  3/8 ;;10  3/4 ;;11  1/4 ;;11  3/4 ;;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;19  3/4 ;;21  1/4 ;;22  1/4 ;;23  1/4 ;;24  3/4 ;;26  1/4 ;;27  3/4 ;;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA -DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;19  1/2 ;;21      ;;22      ;;23      ;;24  1/2 ;;26      ;;27  1/2 ;;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;28  7/8 ;;29  7/8 ;;30  7/8 ;;31  7/8 ;;32  7/8 ;;33  7/8 ;;34  7/8 ;;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;5  3/4 ;;6      ;;6  3/4 ;;7  3/8 ;;8      ;;8  3/8 ;;8  3/4 ;;;;;;;;;;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;6  5/8 ;;6  7/8 ;;7  1/16;;7  5/16;;7  1/2 ;;8      ;;8  1/2 ;;;;;;;;;;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;3      ;;3  1/4 ;;3  1/2 ;;3  3/4 ;;4      ;;4  1/4 ;;4  1/2 ;;;;;;;;;;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;17  3/8 ;;18  1/8 ;;19  7/8 ;;21 11/16;;23  3/16;;24  7/16;;25 11/16;;;;;;;;;;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;5  9/16;;5  3/4 ;;5 13/16;;5  7/8 ;;6  1/8 ;;6  5/16;;6  1/2 ;;;;;;;;;;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;15  3/4 ;;16 11/16;;18      ;;19  3/8 ;;20 11/16;;21  7/8 ;;23  1/8 ;;;;;;;;;;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;;;8  3/16;;8  5/8 ;;8 15/16;;9  5/16;;9 11/16;;10  3/16;;10 11/16;;;;;;;;;;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;  1/4 ;27  7/8 ;;28  7/8 ;;29  7/8 ;;30  7/8 ;;31  7/8 ;;32  7/8 ;;33  7/8 ;;;;;;;;;;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;8  5/16;;8  9/16;;9  9/16;;10 13/16;;11  1/16;;12  1/16;;13  1/16;;;;;;;;;;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;  3/8 ;17  1/8 ;;18  1/8 ;;19      ;;19  3/4 ;;20  5/8 ;;21  3/8 ;;22  1/4 ;;;;;;;;;;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;15 13/16;;16  1/2 ;;16  7/16;;16  5/8 ;;18      ;;19      ;;20  1/16;;;;;;;;;;;;;;;;
U;LARGO DE CUELLO ;;C;CRITICA;;;16 15/16;;17 11/16;;18  7/16;;19  3/16;;19 15/16;;21      ;;22  1/8 ;;;;;;;;;;;;;;;;
V;ALTO DE CUELLO ;;C;CRITICA;;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;;;;;;;;;;;;;;;
W;LARGO DE TAPETE ;;C;CRITICA;;;12 15/16;;13  3/16;;13  7/16;;13 11/16;;13 15/16;;14  7/16;;14  7/8 ;;;;;;;;;;;;;;;;
X;ALTO DE TAPETE ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
