D;ANCHO DE PECHO ESPALDA;;P;CRITICA;;  3/8 ;17  3/4 ;;19;;20  1/4 ;;21  1/2 ;;22  3/4 ;;24;;;;;;;;;;;;
E;ANCHO DE FALDON DELANTERO ;;P;CRITICA;;  3/8 ;21  1/2 ;;22  3/4 ;;24;;25  1/4 ;;26  1/2 ;;27  3/4 ;;;;;;;;;;;;
F;ANCHO DE FALDON ESPALDA;;P;CRITICA;;  3/8 ;21  1/2 ;;22  3/4 ;;24;;25  1/4 ;;26  1/2 ;;27  3/4 ;;;;;;;;;;;;
G;ABERTURA DE ESCOTE DEL-BORDE INTERIOR;;P;CRITICA;;  3/8 ;8  3/16;;8. 11/16;;9  3/16;;9. 11/16;;10  3/16;;10. 11/16;;;;;;;;;;;;
H;ABERTURA DE ESCOTE ESPALDA-BORDE INTERIOR;;P;CRITICA;;  3/8 ;4;;4  1/2 ;;5;;5  1/2 ;;6;;6  1/2 ;;;;;;;;;;;;
I;CAIDA DE ESCOTE V DELANTERO;;P;CRITICA;;  3/8 ;3  7/8 ;;3  7/8 ;;3  7/8 ;;3  7/8 ;;3  7/8 ;;3  7/8 ;;;;;;;;;;;;
J;ANCHO DE ESCOTE V BORDE-BORDE DEL-ESP;;P;CRITICA;;  3/8 ;1 15/16;;1 15/16;;1 15/16;;1 15/16;;1 15/16;;1 15/16;;;;;;;;;;;;
K;CAIDA DE ESCOTE V ESPALDA;;P;CRITICA;;  3/8 ;3  7/8 ;;3  7/8 ;;3  7/8 ;;3  7/8 ;;3  7/8 ;;3  7/8 ;;;;;;;;;;;;
L;LARGO DE COLLARETA  DEL Y ESP;;C;CRITICA;;  3/8 ;14  1/8 ;;14  1/8 ;;14  1/8 ;;14  1/8 ;;14  1/8 ;;14  1/8 ;;;;;;;;;;;;
M;ALTO DE COLLARETA V DEL Y ESP;;C;CRITICA;;  3/8 ;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;;;;;;;;;;;
N;LARGO DE COLLARETA DE SISAS;;C;CRITICA;;  3/8 ;24  5/8 ;;22  3/8 ;;23  1/8 ;;23  7/8 ;;24  5/8 ;;25  3/8 ;;;;;;;;;;;;
O;ALTO DE COLLARETAS DE SISAS;;C;CRITICA;;  3/8 ;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;;;;;;;;;;;
P;LARGO DE COLLARETA DE ESCOTE + TIRAS DE HOMBROS;;C;CRITICA;;;28  3/4 ;;30  3/8 ;;32;;33  5/8 ;;35  1/4 ;;36  7/8 ;;;;;;;;;;;;
Q;ALTO DE COLLARETAS DE ESCOTE Y TIRAS DE HOMBRO;;C;CRITICA;;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;;;;;;;;;;;
R;CAIDA DE ESCOTE DELANTER DE BORDE ESCOTE;;P;CRITICA;;;  7/8 ;;1;;1  1/8 ;;1  1/4 ;;1  3/8 ;;1  1/2 ;;;;;;;;;;;;
S;CAIDA DE ESCOTE ESPALDA DE BORDE DE ESCOTE;;P;CRITICA;;;  5/8 ;;  3/4 ;;  7/8 ;;1;;1  1/8 ;;1  1/4 ;;;;;;;;;;;;
T;SISA RECTA DELANTERO;;P;CRITICA;;;7 15/16;;8  5/16;;8. 11/68;;9;;9  3/8 ;;9  3/4 ;;;;;;;;;;;;
U;SISA RECTA ESPALDA;;P;CRITICA;;;9;;9  3/8 ;;9  3/4 ;;10  1/8 ;;10  1/2 ;;10  7/8 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;CRITICA;;;;;;;;;;;;;;;;;;;;;;;;;
;MEDIDAS ADICIONALES PARA DELANTEROS CON TAJO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-----------------;;;;;;;;;;;;;;;;;;;;;;;;;;;;
