C;ANCHO DE FALDA ESPALDA PARTE INFERIOR;;P;CRITICA;  3/8 ;  3/8 ;29  3/4 ;;30  3/4 ;;31  3/4 ;;33      ;;34  3/4 ;;35  3/4 ;;;;;;;;;;;;;;;
D;ANCHO SUPERIOR DE PIEZA FALDA ESPALDA;;P;CRITICA;;;14  7/8 ;;15  7/8 ;;16  7/8 ;;18  1/8 ;;19  7/8 ;;20  7/8 ;;;;;;;;;;;;;;;
E;ALTO DE PIEZA FALDA ESPALDA;;P;CRITICA;;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;2  1/16;;;;;;;;;;;;;;;
F;ANCHO INFERIOR DE PIEZA FALDA ESPALDA;;P;CRITICA;;;18  1/4 ;;19  1/4 ;;20  1/4 ;;21  1/2 ;;23  1/8 ;;24  1/8 ;;;;;;;;;;;;;;;
G;ANCHO DE FALDA DELANTERA PARTE SUPERIOR;;P;CRITICA;  3/8 ;  3/8 ;13  1/2 ;;14  1/2 ;;15  1/2 ;;16  3/4 ;;18  1/2 ;;19  1/2 ;;;;;;;;;;;;;;;
H;LARGO DE FALDA DELANTERA;;P;CRITICA;  1/4 ;  1/4 ;17  1/4 ;;17  1/4 ;;17  1/4 ;;17  1/4 ;;17  1/4 ;;17  1/4 ;;;;;;;;;;;;;;;
I;ANCHO DE FALDA DELANTERA PARTE INFERIOR;;P;CRITICA;  3/8 ;  3/8 ;29  3/4 ;;30  3/4 ;;31  3/4 ;;33      ;;34  3/4 ;;35  3/4 ;;;;;;;;;;;;;;;
J;ANCHO DE CINTURA SHORT ESPALDA;;P;CRITICA;  5/16;  3/8 ;8  3/16;;8 11/16;;9  3/16;;9  3/4 ;;10  5/8 ;;11  1/8 ;;;;;;;;;;;;;;;
K;LARGO DE SHORT ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;13  1/8 ;;13  1/2 ;;13  3/4 ;;14  1/4 ;;14  7/8 ;;15      ;;;;;;;;;;;;;;;
L;ANCHO DE MUSLO SHORT ESPALDA;;P;CRITICA;  5/16;  3/8 ;11      ;;11  5/8 ;;12  1/4 ;;13  1/4 ;;14  1/4 ;;15      ;;;;;;;;;;;;;;;
M;ANCHO DE ABERTURA DE MUSLO SHORT ESPALDA;;P;CRITICA;  5/16;  3/8 ;9  3/8 ;;9  7/8 ;;10  1/2 ;;11  1/8 ;;12  1/8 ;;12  3/4 ;;;;;;;;;;;;;;;
N;ANCHO DE CINTURA SHORT DELANTERO;;P;CRITICA;  5/16;  3/8 ;7  3/4 ;;8  1/4 ;;8  3/4 ;;9  3/8 ;;10  1/8 ;;10  5/8 ;;;;;;;;;;;;;;;
O;LARGO DE SHORT DELANTERO;;P;CRITICA;  1/4 ;  1/4 ;13  1/4 ;;13  1/2 ;;13 15/16;;14  7/16;;15  1/16;;15  1/8 ;;;;;;;;;;;;;;;
P;ANCHO DE MUSLO SHORT DELANTERO;;P;CRITICA;  5/16;  3/8 ;9  5/8 ;;10  1/4 ;;10  7/8 ;;11  3/4 ;;12  7/8 ;;13  5/8 ;;;;;;;;;;;;;;;
Q;ANCHO DE ABERTURA DE MUSLO SHORT DELANTERO;;P;CRITICA;  5/16;  3/8 ;8  3/4 ;;9  1/4 ;;9  3/4 ;;10  1/2 ;;11  3/8 ;;12      ;;;;;;;;;;;;;;;
R;ANCHO DE BOLSILLO LATERAL;;C;CRITICA;;;4  1/2 ;;4  3/4 ;;4  3/4 ;;4  3/4 ;;5  1/4 ;;5  1/4 ;;;;;;;;;;;;;;;
S;ALTO  DE BOLSILLO LATERAL;;C;CRITICA;;;6  7/8 ;;7  1/8 ;;7  1/8 ;;7  1/8 ;;7  5/8 ;;7  5/8 ;;;;;;;;;;;;;;;
T;ANCHO DE BOLSILLO DE PRETINA;;C;CRITICA;;;5  3/8 ;;5  5/8 ;;5  5/8 ;;5  5/8 ;;6  1/8 ;;6  1/8 ;;;;;;;;;;;;;;;
U;ALTO  DE BOLSILLO DE PRETINA;;C;CRITICA;;;2  5/16;;2  5/16;;2  5/16;;2  5/16;;2  5/16;;2  5/16;;;;;;;;;;;;;;;
V;ANCHO SUPERIOR PRETINA DELANTERA EXTERIOR;;C;CRITICA;;;11  5/8 ;;12  5/8 ;;13  5/8 ;;14  7/8 ;;16  5/8 ;;17  5/8 ;;;;;;;;;;;;;;;
W;ANCHO INFERIOR PRETINA DELANTERA EXTERIOR;;C;CRITICA;;;14  1/4 ;;15  1/4 ;;16  1/4 ;;17  1/2 ;;19  1/4 ;;20  1/4 ;;;;;;;;;;;;;;;
X;ALTO DE PRETINA DELANTERA EXTERIOR;;C;CRITICA;;;3  9/16;;3  9/16;;3  9/16;;3  9/16;;3  9/16;;3  9/16;;;;;;;;;;;;;;;
Y;ANCHO SUPERIOR PRETINA DELANTERA INTERIOR;;C;CRITICA;;;11 11/16;;12 11/16;;13 11/16;;14 15/16;;16 11/16;;17 11/16;;;;;;;;;;;;;;;
Z;ANCHO INFERIOR PRETINA DELANTERA INTERIOR;;C;CRITICA;;;14  5/16;;15  5/16;;16  5/16;;17  9/16;;19  5/16;;20  5/16;;;;;;;;;;;;;;;
A1;ALTO DE PRETINA DELANTERA INTERIOR;;C;CRITICA;;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;;;;;;;;;;;;;;
B1;ANCHO SUPERIOR PRETINA ESPALDA EXTERIOR;;C;CRITICA;;;12  1/2 ;;13  1/2 ;;14  1/2 ;;15  3/4 ;;17  1/2 ;;18  1/2 ;;;;;;;;;;;;;;;
C1;ANCHO INFERIOR PRETINA ESPALDA EXTERIOR;;C;CRITICA;;;15  3/16;;16  3/16;;17  3/16;;18  7/16;;20  3/16;;21  3/16;;;;;;;;;;;;;;;
D1;ALTO DE PRETINA ESPALDA EXTERIOR;;C;CRITICA;;;3  9/16;;3  9/16;;3  9/16;;3  9/16;;3  9/16;;3  9/16;;;;;;;;;;;;;;;
E1;ANCHO SUPERIOR PRETINA ESPALDA INTERIOR;;C;CRITICA;;;12  1/2 ;;13  1/2 ;;14  1/2 ;;15  3/4 ;;17  1/2 ;;18  1/2 ;;;;;;;;;;;;;;;
F1;ANCHO INFERIOR PRETINA ESPALDA INTERIOR;;C;CRITICA;;;15  3/16;;16  3/16;;17  3/16;;18  7/16;;20  3/16;;21  3/16;;;;;;;;;;;;;;;
H1;ALTO DE PRETINA ESPALDA INTERIOR;;C;CRITICA;;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;2 13/16;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J1;LARGO DE ELASTICO EN PIEZA PARTE SUPERIOR;;;CRITICA;;;25      ;;27      ;;29      ;;31  1/2 ;;35      ;;37      ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
