C;ANCHO DE FALDON DELANTERO ;;P;CRITICA;  3/8 ;  3/16;27  1/4 ;;28  1/4 ;;29  1/4 ;;30  5/8 ;;32  3/8 ;;34  1/16;;35  3/4 ;;37  7/16;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/16;14  7/8 ;;15  5/16;;15  7/8 ;;16  1/16;;17  3/8 ;;18  3/8 ;;19  1/8 ;;20      ;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;  3/8 ;  3/16;6  5/16;;6  9/16;;6  7/8 ;;7  3/8 ;;7  7/8 ;;8  7/16;;9      ;;9  5/16;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  3/16;7  5/8 ;;8      ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  3/8 ;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;  1/4 ;  3/16;4  3/4 ;;4  7/8 ;;5      ;;5  1/8 ;;5  1/4 ;;5  3/8 ;;5  1/2 ;;5  5/8 ;;;;;;;;;;;
H;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;4  5/16;;4  1/2 ;;4  3/4 ;;5      ;;5  1/4 ;;5  1/2 ;;5  3/4 ;;6      ;;;;;;;;;;;
I;ANCHO DE 1/2 PECHO  DELANTERO;;P;CRITICA;  3/8 ;  3/16;12  3/4 ;;13  1/4 ;;13  3/4 ;;14  7/16;;15  3/8 ;;16  1/4 ;;17  1/8 ;;17  7/8 ;;;;;;;;;;;
J;UBICACIÓN DE CINTURA;;P;CRITICA;  3/8 ;  3/16;11      ;;11  7/16;;12      ;;12  7/16;;13      ;;13  7/16;;14      ;;14  7/16;;;;;;;;;;;
K;ANCHO DE CINTURA DELANTERO;;P;CRITICA;  3/8 ;  3/16;18  7/16;;19  7/16;;20  7/16;;21  7/8 ;;23  5/8 ;;25  7/16;;27  3/16;;28  7/8 ;;;;;;;;;;;
L;LARGO DE CUERPO ESPALDA ;;P;CRITICA;  5/16;  1/4 ;29  1/16;;29  9/16;;30  1/16;;30  9/16;;31  1/16;;31  9/16;;32  1/16;;32  9/16;;;;;;;;;;;
LL;ANCHO DE FALDON ESPALDA  ;;P;CRITICA;  3/8 ;  3/16;28  1/4 ;;29  3/16;;30  1/8 ;;31  9/16;;33  1/4 ;;35      ;;36  3/4 ;;38  7/16;;;;;;;;;;;
M;ANCHO DE HOMBRO ESPALDA ;;P;CRITICA;  3/8 ;  3/16;14  7/16;;15  3/8 ;;15  7/8 ;;16  5/8 ;;17  1/2 ;;18  3/8 ;;19  1/4 ;;20  1/8 ;;;;;;;;;;;
N;SISA RECTA ESPALDA ;;P;CRITICA;  3/8 ;  3/16;7  9/16;;7  5/8 ;;7  7/8 ;;8  7/16;;8  7/8 ;;9  7/16;;10      ;;10  1/2 ;;;;;;;;;;;
Ñ;ABERTURA DE CUELLO ESPALDA ;;P;CRITICA;  3/8 ;  3/16;7 5/8;;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  3/8 ;;;;;;;;;;;
O;CAIDA DE CUELLO ESPALDA ;;P;CRITICA;  3/8 ;  1/4 ;  7/8 ;;  7/8 ;;  7/8 ;;  7/8 ;;1      ;;1  1/8 ;;1  1/4 ;;1  3/8 ;;;;;;;;;;;
P;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;6      ;;6  1/8 ;;6  3/8 ;;6  5/8 ;;6  7/8 ;;7  1/8 ;;7  3/8 ;;7  5/8 ;;;;;;;;;;;
Q;ANCHO DE 1/2 PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/16;13  5/8 ;;14  1/8 ;;14  5/8 ;;15  3/8 ;;16  1/4 ;;17  1/8 ;;18      ;;18  7/8 ;;;;;;;;;;;
R;UBICACIÓN DE CINTURA ESPALDA ;;P;CRITICA;;;11  5/8 ;;12  1/8 ;;12  5/8 ;;13  1/8 ;;13  5/8 ;;14  3/16;;14  5/8 ;;15  3/16;;;;;;;;;;;
S;ANCHO DE CINTURA ESPALDA ;;P;CRITICA;  3/8 ;  3/16;18  7/16;;19  7/16;;20  7/16;;21 7/ 16;;23  5/8 ;;25  7/16;;27  3/16;;28  7/8 ;;;;;;;;;;;
T;ANCHO DE MANGA EN PUNTA;;P;CRITICA;  3/8 ;  3/16;11 58;;12  3/8 ;;13  1/8 ;;14  1/8 ;;15  3/8 ;;16  3/4 ;;18      ;;19  3/8 ;;;;;;;;;;;
U;LARGO DE MANGA ;;P;CRITICA;  3/8 ;  3/16;20  7/16;;20  5/8 ;;20  3/4 ;;20  7/8 ;;21  1/4 ;;21  5/8 ;;21  7/8 ;;22  1/4 ;;;;;;;;;;;
V;ABERTURA DE MANGA ;;P;CRITICA;  3/8 ;  3/16;9  3/8 ;;9  7/8 ;;10  3/8 ;;11      ;;11  3/4 ;;12  5/8 ;;13  7/16;;14  5/16;;;;;;;;;;;
W;ANCHO DE TAPETE;;C;CRITICA;;;11  5/8 ;;12  1/16;;12  7/16;;12  7/8 ;;13  3/16;;13  9/16;;14      ;;14  3/8 ;;;;;;;;;;;
X;ALTO DE TAPETE ;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;
Y;ANCHO DE  CUELLO TIPO COLLARETA;;C;CRITICA;;;25  3/4 ;;26  7/16;;27  1/16;;27  7/8 ;;28  5/8 ;;29  3/8 ;;30  1/16;;30  3/4 ;;;;;;;;;;;
Z;ALTO DE  CUELLO TIPO COLLARETA ;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;
1;ANCHO REFUERZO DE HOMBRO;;C;CRITICA;;;7/8;;7/8;;7/8;;7/8;;7/8;;7/8;;7/8;;7/8;;;;;;;;;;;
2;ALTO DE REFUERZO DE HOMBRO;;C;CRITICA;;;16 3/8;;16 5/8;;16 7/8;;17 3/8;;18  1/16;;18  3/4 ;;19  7/16;;20  1/8 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
