C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;40.2;;40.8;;41.4;;42.2;;43.5;;44.8;;46.2;;47.7;;49.2;;50.7;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;15.3;;15.7;;16.1;;16.5;;17.0;;17.4;;17.8;;18.4;;19.0;;19.6;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;38.3;;39.3;;40.3;;41.3;;42.6;;43.9;;45.2;;46.5;;47.8;;49.1;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.70;1.00;19.8;;20.6;;21.3;;22.1;;22.7;;23.3;;23.9;;24.8;;25.7;;26.5;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;46.4;;48.4;;50.4;;52.4;;54.4;;56.4;;58.4;;60.9;;63.4;;65.9;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;46.4;;48.4;;50.4;;52.4;;54.4;;56.4;;58.4;;60.9;;63.4;;65.9;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.70;0.70;70.2;;71.0;;71.7;;72.5;;73.5;;74.5;;75.5;;76.7;;78.0;;79.2;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;13.3;;13.5;;13.7;;14.0;;14.5;;15.0;;15.5;;16.1;;16.7;;17.3;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;14.9;;15.1;;15.3;;15.5;;15.9;;16.3;;16.7;;17.1;;17.5;;17.9;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;7.1;;7.1;;7.2;;7.2;;7.3;;7.3;;7.4;;7.5;;7.5;;7.6;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;39.8;;40.4;;41.0;;41.8;;43.1;;44.5;;45.8;;47.3;;48.8;;50.4;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;12.6;;13.0;;13.4;;13.8;;14.2;;14.6;;15.0;;15.6;;16.2;;16.8;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;35.8;;36.6;;37.4;;38.2;;39.5;;40.7;;42.0;;43.3;;44.7;;46.1;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.70;1.00;16.5;;17.4;;18.2;;18.9;;19.6;;20.2;;20.8;;21.6;;22.5;;23.4;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.70;0.70;64.5;;65.2;;66.0;;66.7;;67.7;;68.7;;69.7;;71.0;;72.2;;73.5;;;;;;;
5;LARGO DE TAJO;;P;CRITICA;;;11.8;;11.8;;11.8;;11.8;;11.8;;11.8;;11.8;;11.8;;11.8;;11.8;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;18.0;;18.6;;19.3;;19.9;;20.5;;21.2;;21.8;;22.5;;23.3;;24.1;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;33.2;;34.2;;35.2;;36.3;;37.3;;38.3;;39.4;;40.7;;42.0;;43.3;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;30.2;;31.2;;32.2;;33.3;;34.3;;35.4;;36.4;;37.7;;39.0;;40.4;;;;;;;
U;ANCHO DE MANGA A 7CM  DESDE CABEZA DE MANGA;;P;CRITICA;;;18.0;;17.9;;18.0;;18.2;;18.5;;18.8;;19.1;;19.7;;20.3;;20.7;;;;;;;
V;LARGO DE CUELLO ;;C;CRITICA;;;37.0;;38.0;;38.0;;38.0;;39.0;;40.0;;41.0;;42.0;;43.0;;44.0;;;;;;;
W;ALTO DE CUELLO  EN CENTRO;;C;CRITICA;;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;8.9;;;;;;;
X;ALTO DE CUELLO  EN PUNTA;;C;CRITICA;;;6.7;;6.7;;6.7;;6.7;;6.7;;6.7;;6.7;;6.7;;6.7;;6.7;;;;;;;
Y;LARGO DE PUÑO DERECHO E  IZQUIERDO;;C;CRITICA;;;27.5;;28.4;;29.3;;30.2;;31.2;;32.1;;33.0;;34.2;;35.4;;36.5;;;;;;;
Z;ALTO DE PUÑO DERECHO E  IZQUIERDO;;C;CRITICA;;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;2.7;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
