FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOJA DE MEDIDAS DE MOLDE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE GENERACION:;;26/01/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLIENTE:;;MARMAXX;;;;;;;;;ESTILO PROPIO 1:;;;;382;;;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;
ESTILO CLIENTE:;;AN06735;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;4.5%;;;
SILUETA:;;;;;;;;;;;TEMPORADA:;;;;;;;;;;;;;;TRAVEZ;;;;3.5%;;;
DIVISION:;;;;;;;;;;;TALLAS:;;;;XS-S-M-L-XL-XXL;;;;;;;;;;LARG.DE MANGA;;;;4.0%;;;
TIPO MUESTRA:;;PRODUCCION;;;;;;;;;MEDIDA :;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;MEDIDAS ADICIONALES PARA DELANTERO SIN TAJO;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  3/16;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;;;;;;;;;;;;;;;;
A;LARGO DE CUERPO DELANTERO ;;P;CRITICA;  1/4 ;  1/4 ;29  1/8 ;;29  7/8 ;;30  5/8 ;;31  3/8 ;;32  1/8 ;;32  7/8 ;;;;;;;;;;;;;;;
B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  7/16;  7/16;18  1/2 ;;20      ;;21  1/2 ;;23      ;;24  1/2 ;;25  1/2 ;;;;;;;;;;;;;;;
C;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  7/16;  7/16;16  3/8 ;;17  1/8 ;;17  7/8 ;;18  5/8 ;;19  3/8 ;;20  1/8 ;;;;;;;;;;;;;;;
D;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  7/16;  7/16;18  1/4 ;;19  3/4 ;;21  1/4 ;;22  3/4 ;;24  1/4 ;;25  1/4 ;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;7  7/8 ;;8  3/8 ;;8  7/8 ;;9  3/8 ;;9  7/8 ;;10  3/8 ;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;6  1/4 ;;6  1/2 ;;6  3/4 ;;7      ;;7  1/4 ;;7  1/2 ;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;2  1/4 ;;2  1/2 ;;2  3/4 ;;3      ;;3  1/4 ;;3  1/2 ;;;;;;;;;;;;;;;
H;LARGO DE TAJO EN DELANTERO;;P;CRITICA;;;6      ;;6      ;;6      ;;6      ;;6      ;;6      ;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;  1/4 ;  1/4 ;30      ;;30  3/4 ;;31  1/2 ;;32  1/4 ;;33      ;;33  3/4 ;;;;;;;;;;;;;;;
J;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;;;17  1/4 ;;18      ;;18  3/4 ;;19  1/2 ;;20  1/4 ;;21      ;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;;;8  3/4 ;;9  1/4 ;;9  3/4 ;;10  1/4 ;;10  3/4 ;;11  3/16;;;;;;;;;;;;;;;
L;ABERTURA DE CUELLO ESPALDA ;;P;CRITICA;;;7  1/16;;7  5/16;;7  9/16;;7 13/16;;8  1/16;;8  1/4 ;;;;;;;;;;;;;;;
M;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;1  1/2 ;;;;;;;;;;;;;;;
N;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;8  1/2 ;;8  7/8 ;;9  1/4 ;;9  5/8 ;;10      ;;10  3/8 ;;;;;;;;;;;;;;;
O;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;15      ;;16      ;;17      ;;18      ;;19      ;;20      ;;;;;;;;;;;;;;;
P;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;13  1/2 ;;14  1/2 ;;15  5/16;;16  1/4 ;;17  1/8 ;;18      ;;;;;;;;;;;;;;;
Q;LARGO DE CUELLO;;C;CRITICA;;;15  1/2 ;;16  1/4 ;;17  1/8 ;;18      ;;18  7/8 ;;19  3/4 ;;;;;;;;;;;;;;;
R;ALTO DE CUELLO;;C;CRITICA;;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;;;
S;LARGO DE TAPETE CUELLO;;C;CRITICA;;;13      ;;13  1/4 ;;13  1/2 ;;13  3/4 ;;14      ;;14  1/4 ;;;;;;;;;;;;;;;
T;ALTO DE TAPETE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
V;LARGO DE `PECHERA INFERIOR;;C;CRITICA;;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;;;;;;;;;;;;;;
W;ANCHO DE PECHERA INFERIOR;;C;CRITICA;;;2      ;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;
X;LARGO DE PECHERA SUPERIOR;;C;CRITICA;;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;;;;;;;;;;;;;;
Y;ANCHO DE PECHERA SUPERIOR;;C;CRITICA;;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;;;;;;;;;;;;;;
;MEDIDAS ADICIONALES PARA DELANTERO SIN TAJO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;LARGO DE PECHERA ;;C;CRITICA;;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;8  3/4 ;;;;;;;;;;;;;;;
2;ANCHO DE PECHERA;;C;CRITICA;;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;3  1/4 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
