B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;18  1/4 ;;19  3/4 ;;21  1/4 ;;22  3/4 ;;24  3/4 ;;26  3/4 ;;28  3/4 ;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;18      ;;19  1/2 ;;21      ;;22  1/2 ;;24  1/2 ;;26  1/2 ;;28  1/2 ;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  1/2 ;  1/2 ;15 13/16;;16  7/8 ;;17 13/16;;18 13/16;;19 13/16;;20 13/16;;21 13/16;;;;;;;;;;;;;
E;SISA RECTA DELANTERO ;;P;CRITICA;;;7  1/2 ;;7  7/8 ;;8  3/16;;8  9/16;;8  3/4 ;;9  1/16;;9  3/8 ;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;6  5/16;;6 11/16;;7      ;;7  3/8 ;;7  3/4 ;;8  1/16;;8  7/16;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;3  5/16;;3  7/16;;3 11/16;;3 13/16;;4  1/16;;4  3/16;;4  7/16;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  7/16;  1/4 ;29  9/16;;30  1/16;;30  9/16;;31  1/16;;32  1/16;;33  1/16;;34  1/16;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/2 ;  1/2 ;16  5/8 ;;17  5/8 ;;18  5/8 ;;19  5/8 ;;20  5/8 ;;21  5/8 ;;22  5/8 ;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;;;8  7/16;;8  3/4 ;;9  1/16;;9  3/8 ;;9  5/8 ;;9  7/8 ;;10  1/8 ;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7      ;;7  3/8 ;;7  3/4 ;;8  1/8 ;;8  1/2 ;;8  7/8 ;;9  1/4 ;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  5/16;;1  5/16;;1  7/16;;1  7/16;;1  7/16;;1  9/16;;1 11/16;;;;;;;;;;;;;
M;LARGO SUPERIOR DE MANGA;;P;CRITICA;  1/2 ;  1/4 ;10  5/16;;10  9/16;;10 13/16;;11  1/16;;11  5/16;;11  9/16;;11 13/16;;;;;;;;;;;;;
N;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;16  7/8 ;;17  5/8 ;;18  3/8 ;;19  1/16;;20      ;;20  7/8 ;;21  7/8 ;;;;;;;;;;;;;
O;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;13  3/4 ;;14  1/2 ;;15  3/8 ;;16  1/4 ;;17  1/8 ;;18  1/8 ;;19  1/16;;;;;;;;;;;;;
P;LARGO DE CUELLO ;;C;CRITICA;;;15  1/4 ;;16  1/8 ;;17  1/4 ;;18  1/8 ;;19  1/4 ;;20  1/4 ;;21  3/8 ;;;;;;;;;;;;;
Q;ALTO DE CUELLO;;C;CRITICA;;;2      ;;2      ;;2      ;;2      ;;2      ;;2      ;;2      ;;;;;;;;;;;;;
R;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;12      ;;12  3/8 ;;12  7/8 ;;13  1/4 ;;13  5/8 ;;14  1/8 ;;14  5/8 ;;;;;;;;;;;;;
S;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1      ;;1      ;;1      ;;1      ;;1      ;;1      ;;1      ;;;;;;;;;;;;;
T;ALTO DE BOLSILLO CENTRO;;C;;;;6  9/16;;6  9/16;;6  9/16;;6  9/16;;6  9/16;;6 13/16;;6 13/16;;;;;;;;;;;;;
U;ANCHO DE BOLSILLO;;C;;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  3/8 ;;5  3/8 ;;;;;;;;;;;;;
V;ALTO DE BOLSILLO LATERAL;;C;;;;5 11/16;;5 11/16;;5 11/16;;5 11/16;;5 11/16;;5 15/16;;5 15/16;;;;;;;;;;;;;
W;ANCHO DE ENTRETELA DE BOLSILLO;;C;;;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  1/8 ;;5  3/8 ;;5  3/8 ;;;;;;;;;;;;;
X;ALTO DE ENTRETELA DE BOLSILLO;;C;;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;CUELLO 87% LA PRODUCICON = AL PROTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
