C;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  5/16;5 /16;9  3/16;;9  7/16;;9 15/16;;10  7/16;;10 15/16;;11  9/16;;12  3/16;;12  9/16;;;;;;;;;;;
D;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  5/16;5 /16;9  9/16;;9 13/16;;10  5/16;;10 13/16;;11  5/16;;11 15/16;;12  9/16;;12 15/16;;;;;;;;;;;
E;SISA RECTA DELANTERO;;P;CRITICA;;;8  7/16;;8 3/4;;9 1/4;;9  3/4 ;;10  1/4 ;;10  3/4 ;;11  5/16;;11 13/16;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;;;8 15/16;;9  1/4 ;;9  3/4 ;;10  5/16;;10 13/16;;11  5/16;;11 13/16;;12  3/8 ;;;;;;;;;;;
G;ANCHO PECHO EN LINEA DE SISA;;P;CRITICA;  3/8 ;  3/8 ;16 3/8;;16 7/8;;17 7/8;;18 7/8;;19 7/8;;21 3/8;;22 5/8;;23  7/8 ;;;;;;;;;;;
H;ANCHO DE FALDON DELANTERO Y ESPALDA ;;P;CRITICA;  3/8 ;.375;18 7/8;;19 3/8;;20 3/8;;21 3/8;;22 3/8;;23 7/8;;25 1/8;;26  3/8 ;;;;;;;;;;;
I;ABERTURA CUELLO DELANTERO;;P;CRITICA;;;6  9/16;;6 11/16;;6 13/16;;7  1/16;;7 1/4;;7 5/8;;7 13/16;;8  1/16;;;;;;;;;;;
J;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;6 3/8;;6 3/8;;6 3/4;;6 3/4;;7    ;;7    ;;7  1/4 ;;7  1/4 ;;;;;;;;;;;
K;ABERTURA DE ESCOTE ESPALDA;;P;CRITICA;;;6 3/8;;6 1/2;;6 3/4;;7    ;;7 1/4;;7 1/2;;7 3/4;;8      ;;;;;;;;;;;
L;CAIDA CUELLO  ESPALDA;;P;CRITICA;;;5    ;;5    ;;5    ;;5    ;;5    ;;5    ;;5;;5      ;;;;;;;;;;;
M;ALTO DE CUELLO;;C;CRITICA;;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1  1/2 ;;;;;;;;;;;
N;LARGO DE CUELLO;;C;CRITICA;;;23 3/4;;23  7/8 ;;24  1/2 ;;24 13/16;;25  7/16;;25 11/16;;26  5/16;;26  5/8 ;;;;;;;;;;;
O;ALTO DE TAPETE DE ESCOTE;;C;CRITICA;;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1 1/8;;1  1/8 ;;1  1/8 ;;;;;;;;;;;
P;LARGO DE TAPETE DE ESCOTE;;C;CRITICA;;;17 1/8;;17 3/8;;17  9/16;;17 13/16;;18  1/16;;18  5/16;;18  9/16;;18 13/16;;;;;;;;;;;
Q;ALTO DE BANDA DE SISA;;C;CRITICA;;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1 1/2;;1  1/2 ;;;;;;;;;;;
R;LARGO DE BANDA DE SISA;;C;CRITICA;;;15  3/8 ;;15  7/8 ;;16  3/4 ;;17 5/8;;18  5/8 ;;19  5/8 ;;20  1/2 ;;21  1/2 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
