FICHA DE ESPECIFICACIONES TECNICAS   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/08/2020;;;;;;;
HOJA DE MEDIDAS DE MOLDE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;266;;;;;;;
FECHA DE GENERACION:;;27/04/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8858;;;;;;;2.0%
FECHA DE ACTUALIZACION:;;;;;;;;;;;;;;;;;;;;;;;;;MOLDE ;;;;;;;;;;2.0%;;;;;;;3.0%
CLIENTE:;;MARMAXX;;;;;;;;;ESTILO PROPIO 1:;;;;;;02830-P1;;;;;;;;ENCOGIMIENTO;;;;MOLDE;;;;;;3.0%;;;;;;;2.0%
ESTILO CLIENTE:;;AN13666;;;;;;;;;ESTILO PROPIO 2:;;;;;;;;;;;;;;HILO;;;;3.0%;;;;;;1.0%;;;;;;;
SILUETA:;;REGULAR;;;;;;;;;TEMPORADA:;;;;;;;;;;;;;;TRAVEZ;;;;2.5%;;;;;;;;;;;;;
DIVISION:;;MISSY;;;;;;;;;TALLAS:;;;;;;XS-S-M-L-XL;;;;;;;;LARG.DE MANGA;;;;1.5%;;;;;;PRODUCCION PROGRAMA # 426-431;;;;;;;
TIPO MUESTRA:;;PRODUCCION PROGRAMA # ;;;;;;;;;MEDIDA :;;;;;;PULGADA;;;;YOEL;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;MARGEN DE RECORTES;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;UNION DE HOMBROS;;;;  1/8 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;PEGADO DE MANGA;;;;  3/16;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;CERRADO DE COSTADOS;;;;  3/16;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;BASTA DE FALDON ;;;;  1/4 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COD.;DESCRIPCIÓN;;P/C;CRITICA;MARGEN (1);MARGEN (2);XS;;S;;M;;L;;XL;;;;;;;;;;;;;;;;;;;;;;;;;;;
A;LARGO DE CUERPO DELANTERO ;;P;CRITICA;  5/16;  1/4 ;25  5/8 ;;26  1/8 ;;26  5/8 ;;27  1/8 ;;27  5/8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;18  1/16;;19  1/16;;20  1/16;;21  1/16;;22  9/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19  7/16;;20  7/16;;21  7/16;;22  3/8 ;;23 13/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;14  1/2 ;;15      ;;15  1/2 ;;16      ;;16 13/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
E;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
F;SISA RECTA DELANTERO;;P;CRITICA;;;6  5/16;;6  7/8 ;;7  7/16;;8      ;;8  3/4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;4  9/16;;4 11/16;;4 13/16;;4 15/16;;5  1/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA ;;P;CRITICA;  5/16;  1/4 ;26  5/16;;26 13/16;;27  5/16;;27 13/16;;28  5/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15  1/8 ;;15  5/8 ;;16  1/8 ;;16  5/8 ;;17  7/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
J;ABERTURA DE CUELLO ESPALDA ;;P;CRITICA;;;8  7/16;;8 11/16;;8 15/16;;9  3/16;;9  3/8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
K;SISA RECTA ESPALDA;;P;CRITICA;;;6 15/16;;7  1/2 ;;8  1/16;;8  5/8 ;;9  5/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1  7/16;;1  9/16;;1 11/16;;1 13/16;;1 15/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
LL;LARGO DE MANGA ;;P;CRITICA;  3/8 ;  1/4 ;24  5/8 ;;25  1/8 ;;25  5/8 ;;26  1/8 ;;26  5/8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;ANCHO DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;12 15/16;;13 11/16;;14  7/16;;15  5/16;;16  5/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
N;ABERTURA DE MANGA ;;P;CRITICA;  3/8 ;  3/8 ;8  1/4 ;;8  3/4 ;;9  1/4 ;;9  3/4 ;;10  1/4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ñ;ANCHO DE PECHERA DERECHA EXTERIOR-INTERIOR;;C;CRITICA;;;1  5/16;;1  5/16;;1  5/16;;1  5/16;;1  5/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
O;ALTO DE PECHERA DERECHA EXTERIOR-INTERIOR;;C;CRITICA;;;8  3/8 ;;8  1/2 ;;8  5/8 ;;8  3/4 ;;8  7/8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
P;ANCHO DE PECHERA IZQUIERDA EXTERIOR-INTERIOR;;C;CRITICA;;;1  5/16;;1  5/16;;1  5/16;;1  5/16;;1  5/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q;ALTO DE PECHERA IZQUIERDA EXTERIOR-INTERIOR;;C;CRITICA;;;8  3/8 ;;8  1/2 ;;8  5/8 ;;8  3/4 ;;8  7/8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;ANCHO DE CUELLO INTERNO;;C;CRITICA;;;8  1/2 ;;8  1/8 ;;7  3/4 ;;7  5/16;;6 11/16;;;;;;;;;;;;;;;;;;;;;;;;;;;
